2021-10-26 14:30:33.864 | INFO     | __main__:crawl_by_category:46 - 100021918312	康宝（Canbo）消毒柜家用大容量 立式高温碗筷餐具消毒碗柜 厨房茶杯奶瓶小型 二星级XDZ80-LC5B
2021-10-26 14:30:33.864 | INFO     | __main__:crawl_by_category:46 - 100022027556	康宝（Canbo）消毒柜 家用立式大容量高温碗筷餐具消毒碗柜 大屏数显 暖盘 双开门厨房茶杯 XDZ140-LC5B
2021-10-26 14:30:33.865 | INFO     | __main__:crawl_by_category:46 - 68480427041	康容毛巾消毒柜美容院专用火罐低温紫外线臭氧理发店修脚刀美甲采耳工具家用商用酒店浴巾拖鞋衣服小型大容量 910紫外线臭氧双开门4根紫外线米
2021-10-26 14:30:33.868 | INFO     | __main__:crawl_by_category:46 - 46242011604	德玛仕 消毒柜家用台面立式高温消毒碗柜小型迷你厨房台式碗筷餐具消毒柜桌面茶杯商用【二星级消毒】 60L 3层架 高温消毒【3-6人适用】
2021-10-26 14:30:33.872 | INFO     | __main__:crawl_by_category:46 - 10033594912659	德玛仕 消毒柜家用台面立式高温消毒碗柜小型迷你厨房台式碗筷餐具消毒柜桌面茶杯商用【二星级消毒】 50L 2层架 高温消毒【2-4人适用】
2021-10-26 14:30:34.089 | INFO     | __main__:crawl_by_category:46 - 10034565486439	德玛仕 消毒柜家用台面立式高温消毒碗柜小型迷你厨房台式碗筷餐具消毒柜桌面茶杯商用【二星级消毒】 80L 立式3层架【2-5人适用】
2021-10-26 14:30:34.090 | INFO     | __main__:crawl_by_category:46 - 8534177	康宝（Canbo）消毒柜 家用 立式大容量高温碗筷餐具消毒碗柜 双开门厨房茶杯小型XDZ100-D1
2021-10-26 14:30:34.091 | INFO     | __main__:crawl_by_category:46 - 100006809042	康宝(Canbo)消毒柜 家用 立式消毒碗柜大容量 商用碗筷餐具茶杯柜双门碗柜XDZ239-D1（ZTP350D-1）
2021-10-26 14:30:34.092 | INFO     | __main__:crawl_by_category:46 - 58947259334	纳柏顿 580-K2茶水消毒柜商用立式臭氧红外线办公室餐厅饭店碗筷餐具消毒茶水柜可定时配餐柜 1200-K3 三门 黑色款
2021-10-26 14:30:34.092 | INFO     | __main__:crawl_by_category:46 - 8534157	康宝(Canbo) 保洁柜家用 立式餐具保洁碗柜 单门 大容量厨房商用柜 食堂餐厅小型ZTP380X-C1
2021-10-26 14:30:34.093 | INFO     | __main__:crawl_by_category:46 - 100003710540	康宝(Canbo) 保洁柜 立式 双门 家用商用 食堂餐厅大容量碗筷餐具保洁碗柜 茶杯红酒杯保洁ZTP380H-2
2021-10-26 14:30:34.094 | INFO     | __main__:crawl_by_category:46 - 7477099	康宝（Canbo）消毒柜家用 消毒柜嵌入式 三层二星高温 厨房餐具碗筷杯具 婴儿奶瓶 消毒碗柜 XDZ100-EQ1
2021-10-26 14:30:34.094 | INFO     | __main__:crawl_by_category:46 - 100022308744	海尔（Haier）消毒柜 二星级 消毒碗柜 嵌入式 光波巴氏消毒 家用 90L大容量 净烘合一 ZQD90F-12LCS
2021-10-26 14:30:34.095 | INFO     | __main__:crawl_by_category:46 - 100024321764	海尔（Haier）消毒柜家用 消毒柜嵌入式消毒碗柜光波巴氏消毒90L大容量自营 京东 厨房餐具消毒碗柜 12LCS
2021-10-26 14:30:34.096 | INFO     | __main__:crawl_by_category:46 - 68249767154	康容湿毛巾加热消毒柜高温热敷保温保湿箱药包加热器机美容院美发店餐厅酒店家用商用蒸汽迷你小型 48L紫外线+加热72厘米
2021-10-26 14:30:34.096 | INFO     | __main__:crawl_by_category:46 - 100007628454	康宝 Canbo 消毒柜家用 消毒柜嵌入式 110L大容量 家庭厨房餐具碗筷  三层全二星级 消毒碗柜 XDZ110-ESV2
2021-10-26 14:30:34.097 | INFO     | __main__:crawl_by_category:46 - 100008646835	康宝 Canbo 消毒柜家用 嵌入式 全不锈钢 镶嵌式 消毒碗柜 婴儿餐具碗筷茶具砧板消毒  XDZ110-EN780AJ
2021-10-26 14:30:34.097 | INFO     | __main__:crawl_by_category:46 - 100014948365	康宝 Canbo 真三层全二星 不锈钢消毒柜嵌入式 消毒柜家用 消毒碗柜 紫外线 高温  厨房碗筷 餐具  XDZ110-V5
2021-10-26 14:30:34.098 | INFO     | __main__:crawl_by_category:46 - 100015838218	康宝（Canbo）消毒柜家用 消毒柜嵌入式 大容量厨房碗筷餐具杯具 婴儿奶瓶紫外线 二星级高温 消毒碗柜 EN732
2021-10-26 14:30:34.098 | INFO     | __main__:crawl_by_category:46 - 100023350760	康宝（Canbo）四门 消毒柜家用 不锈钢大容量 嵌入式消毒碗柜 二星级厨房高温餐具碗筷保洁柜 XDZ110-E11
2021-10-26 14:30:35.875 | INFO     | __main__:crawl_by_category:38 - 爬取分类:消毒柜	第4页
2021-10-26 14:30:36.038 | INFO     | __main__:crawl_by_category:46 - 100020449188	海尔（Haier）消毒柜 立式家用商用餐馆食堂消毒柜 300L大容量 双保险独立操控消毒碗柜ZTD300-F
2021-10-26 14:30:36.046 | INFO     | __main__:crawl_by_category:46 - 100020449206	海尔（Haier）消毒柜 立式消毒柜  家用商用食堂餐馆200L大容量  上层保温下层消毒 双重控温消毒柜200-F
2021-10-26 14:30:36.047 | INFO     | __main__:crawl_by_category:46 - 100000669598	方太消毒柜家用 碗筷消毒柜嵌入式 消毒碗柜 100L大容量 二星级触控紫外线杀菌 智能感应 ZTD100J-J78S
2021-10-26 14:30:36.048 | INFO     | __main__:crawl_by_category:46 - 100002994320	方太消毒柜家用 嵌入式 消毒筷碗柜 100L双层大容量  二星级紫外线消毒杀菌 以旧换新 ZTD100J-J45ES
2021-10-26 14:30:36.049 | INFO     | __main__:crawl_by_category:46 - 100011310369	方太消毒柜家用 嵌入式 消毒筷碗柜 100L双层大容量下密网设计二星级紫外线消毒杀菌 ZTD100J-J51E
2021-10-26 14:30:36.049 | INFO     | __main__:crawl_by_category:46 - 100014343431	方太消毒柜热水器两件套 家用嵌入式碗柜消毒柜16升大容量恒温天燃气热水器壁挂炉强排式套装 J51E+P16D1
2021-10-26 14:30:36.050 | INFO     | __main__:crawl_by_category:46 - 68480427041	康容毛巾消毒柜美容院专用火罐低温紫外线臭氧理发店修脚刀美甲采耳工具家用商用酒店浴巾拖鞋衣服小型大容量 910紫外线臭氧双开门4根紫外线米
2021-10-26 14:30:36.051 | INFO     | __main__:crawl_by_category:46 - 100021316660	方太消毒柜家用 嵌入式母婴级 婴儿奶瓶杀菌消毒筷碗柜100L双层大容量 二星级紫外线消毒杀菌 TD100J-J45ESA
2021-10-26 14:30:36.054 | INFO     | __main__:crawl_by_category:46 - 68102338455	志高消毒柜保洁柜 家用 小型 桌面台式消毒柜 碗筷消毒碗柜 迷你奶瓶婴儿消毒柜免沥水 28L 【ZG-BJG32UV】【2-5人】
